iddata;idsexo;Des_sexo;idciudadvotacion;NombreCiudad;idProvincia;NombreProvincia;idmun;NombreMunicipio;edad
2210566;2;Femenino;2;La Paz;3;Pacajes;1;Corocoro;28
1779032;2;Femenino;2;La Paz;6;Larecaja;2;Guanay;75
9450173;2;Femenino;2;La Paz;10;Inquisivi;3;Cajuata;24
1076171;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;72
1081973;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;53
2875971;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;41
11922227;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;72
1796197;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;42
11973385;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;31
1126626;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;31
1145963;2;Femenino;2;La Paz;7;Franz Tamayo;1;Apolo;57
8997866;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;59
681473;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;91
1774151;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;38
1779399;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;41
1865135;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;43
1938972;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;39
2255603;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2260251;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2304854;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;24
2305690;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;25
2305708;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2307598;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
2557932;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;39
2626837;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;38
2681204;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;31
2873549;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2909563;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2909631;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
8398872;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
8819224;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;22
9426055;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
9444222;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;23
10535210;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;31
10616970;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;46
10916775;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;54
827106;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;79
827091;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;92
1439168;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;46
1773901;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;52
1783812;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;54
1798819;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;58
1826528;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;52
2089080;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;28
2117177;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;27
2132600;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;44
2146222;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;26
2878424;2;Femenino;2;La Paz;2;Omasuyos;6;Huatajata;48
2254973;1;Masculino;2;La Paz;3;Pacajes;3;Calacoto;24
1803033;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;49
1056253;2;Femenino;2;La Paz;7;Franz Tamayo;1;Apolo;91
682583;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;85
2064360;1;Masculino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;42
2881096;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;35
2199110;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;25
1862279;1;Masculino;2;La Paz;6;Larecaja;2;Guanay;35
1149713;2;Femenino;2;La Paz;10;Inquisivi;3;Cajuata;79
1150520;2;Femenino;2;La Paz;10;Inquisivi;3;Cajuata;59
1150624;1;Masculino;2;La Paz;10;Inquisivi;3;Cajuata;78
2086327;1;Masculino;2;La Paz;10;Inquisivi;3;Cajuata;32
1628439;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;100
10183644;1;Masculino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;25
821034;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;39
2226865;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;28
2341752;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;29
2664079;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;42
122161;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;25
828872;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;74
833352;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;53
2039710;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;43
2091507;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;28
2238168;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;25
2242916;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;36
2302987;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;31
2849119;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;27
2880446;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;31
11272896;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;28
11981136;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;30
11984151;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;53
1824375;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;50
148969;1;Masculino;2;La Paz;6;Larecaja;8;Teoponte;30
826343;2;Femenino;2;La Paz;6;Larecaja;8;Teoponte;57
830837;1;Masculino;2;La Paz;6;Larecaja;8;Teoponte;45
1821903;2;Femenino;2;La Paz;6;Larecaja;8;Teoponte;35
1439040;2;Femenino;2;La Paz;3;Pacajes;8;Santiago de Callapa;82
1952265;2;Femenino;2;La Paz;3;Pacajes;8;Santiago de Callapa;108
11976167;2;Femenino;2;La Paz;6;Larecaja;2;Guanay;26
1591258;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;84
2815278;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;30
1595638;1;Masculino;2;La Paz;7;Franz Tamayo;2;Pelechuco;51
8163453;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2173937;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;24
1964650;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;70
2238066;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;28
1773409;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;58
1774813;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;53
1799279;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;38
1827959;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;44
2209518;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;33
2234403;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;38
2372719;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;56
8317875;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;49
11273126;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;28
11297524;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;43
1775362;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;50
1808371;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;35
1857858;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;33
2249932;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2277691;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2301323;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;32
2307152;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2874410;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2886991;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;31
2887229;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2895015;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;51
1848704;2;Femenino;2;La Paz;3;Pacajes;1;Corocoro;43
1075319;1;Masculino;2;La Paz;2;Omasuyos;6;Huatajata;94
2658409;2;Femenino;2;La Paz;2;Omasuyos;6;Huatajata;31
2833572;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;31
1431110;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;48
1079263;2;Femenino;2;La Paz;8;Ingavi;6;Jesús de Machaka;45
681139;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;73
683898;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;88
685819;2;Femenino;2;La Paz;9;Loayza;5;Cairoma;81
1650331;2;Femenino;2;La Paz;2;Omasuyos;4;Huarina;76
2206387;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2253751;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;27
2257577;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;29
2261903;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;28
2307113;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2307613;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2311457;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;35
2313012;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2511756;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;41
2703665;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;28
2707478;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;29
2889760;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2905886;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2907476;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2909548;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;23
8231399;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;36
8832393;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;22
10264000;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;34
2155279;1;Masculino;2;La Paz;11;Sud Yungas;4;Palos Blancos;28
828379;1;Masculino;2;La Paz;3;Pacajes;2;Caquiaviri;52
10100523;1;Masculino;2;La Paz;3;Pacajes;2;Caquiaviri;51
838518;1;Masculino;2;La Paz;3;Pacajes;2;Caquiaviri;38
1070743;1;Masculino;2;La Paz;3;Pacajes;2;Caquiaviri;80
1074687;1;Masculino;2;La Paz;3;Pacajes;2;Caquiaviri;77
1489752;1;Masculino;2;La Paz;3;Pacajes;3;Calacoto;33
11966239;1;Masculino;2;La Paz;3;Pacajes;3;Calacoto;43
2137142;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;32
2138096;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;46
2138285;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;34
2154329;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;25
2231409;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;25
10630200;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;25
1594815;1;Masculino;2;La Paz;7;Franz Tamayo;2;Pelechuco;35
95071;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
98497;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
99065;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;24
827018;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;77
837539;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;84
1042610;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;58
2213786;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2257999;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;25
2365241;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;33
2385915;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;36
1429720;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;75
1067367;2;Femenino;2;La Paz;8;Ingavi;6;Jesús de Machaka;31
1054242;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;52
2182777;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;24
2867492;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;30
8247729;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;32
1082543;2;Femenino;2;La Paz;3;Pacajes;1;Corocoro;42
1126095;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;59
2214536;2;Femenino;2;La Paz;3;Pacajes;1;Corocoro;28
2220063;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;25
2225904;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;40
2313794;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;26
2365252;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;31
8659157;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;24
9758630;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;30
10805162;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;33
11202361;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;30
11304148;2;Femenino;2;La Paz;3;Pacajes;1;Corocoro;31
1479599;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;91
2216719;1;Masculino;2;La Paz;3;Pacajes;1;Corocoro;29
10813947;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;44
10859539;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
11315912;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;36
1079860;1;Masculino;2;La Paz;9;Loayza;1;Luribay;75
2043686;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;39
2344117;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;42
10183551;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;25
10868238;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;42
11241126;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;40
11260085;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;38
2301787;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;25
784259;1;Masculino;2;La Paz;11;Sud Yungas;5;La Asunta;81
786306;2;Femenino;2;La Paz;11;Sud Yungas;5;La Asunta;79
813439;1;Masculino;2;La Paz;11;Sud Yungas;5;La Asunta;77
1552892;1;Masculino;2;La Paz;11;Sud Yungas;5;La Asunta;37
10246852;2;Femenino;2;La Paz;11;Sud Yungas;5;La Asunta;24
822799;1;Masculino;2;La Paz;6;Larecaja;7;Mapiri;87
11303587;1;Masculino;2;La Paz;6;Larecaja;7;Mapiri;35
819148;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;52
825482;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;97
10960883;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;21
11980636;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;33
140920;2;Femenino;2;La Paz;2;Omasuyos;4;Huarina;23
1597055;2;Femenino;2;La Paz;4;Camacho;3;Puerto Mayor de Carabuco;91
1649799;1;Masculino;2;La Paz;4;Camacho;3;Puerto Mayor de Carabuco;36
1667772;1;Masculino;2;La Paz;4;Camacho;3;Puerto Mayor de Carabuco;91
2305313;1;Masculino;2;La Paz;4;Camacho;3;Puerto Mayor de Carabuco;25
2173581;2;Femenino;2;La Paz;11;Sud Yungas;4;Palos Blancos;25
2290248;1;Masculino;2;La Paz;11;Sud Yungas;4;Palos Blancos;29
2654362;1;Masculino;2;La Paz;11;Sud Yungas;4;Palos Blancos;36
2163385;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;26
2258345;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;25
1434006;1;Masculino;2;La Paz;3;Pacajes;8;Santiago de Callapa;79
1591370;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;81
1828554;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;32
171607;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;40
1433038;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;48
1797861;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;30
1800803;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;48
1862214;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;32
1862807;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;85
1880800;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;76
2103644;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2219828;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;24
2253720;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2254454;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2335510;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;31
2459073;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;42
2873745;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
2873779;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;33
2873945;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;31
8685371;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;39
10815250;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;33
1485507;1;Masculino;2;La Paz;11;Sud Yungas;4;Palos Blancos;33
2071647;2;Femenino;2;La Paz;11;Sud Yungas;4;Palos Blancos;80
2882846;1;Masculino;2;La Paz;11;Sud Yungas;4;Palos Blancos;25
1644984;1;Masculino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;35
1648989;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;92
2172596;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;27
11300444;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;28
2691254;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;47
11968878;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;55
121910;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;24
122471;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;27
171482;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;37
1592110;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;97
2877083;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;26
1826552;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;79
11984624;2;Femenino;2;La Paz;8;Ingavi;6;Jesús de Machaka;45
9450195;2;Femenino;2;La Paz;10;Inquisivi;3;Cajuata;24
1648949;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;86
1663091;1;Masculino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;78
10183605;1;Masculino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;27
2218294;1;Masculino;2;La Paz;6;Larecaja;3;Tacacoma;28
121848;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;58
833083;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;74
1817813;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;30
2181428;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;39
2220147;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;36
2234504;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;53
11367885;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;51
11415313;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;26
11964904;2;Femenino;2;La Paz;2;Omasuyos;4;Huarina;42
1457525;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;37
1459499;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;41
1778188;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;32
1778724;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;76
1784991;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;29
1800165;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;81
2064672;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2066829;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;30
2106854;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;28
2244015;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2245870;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2251584;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2303660;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;32
2307555;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;28
2310916;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2312269;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;38
2646536;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;43
2874056;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2906278;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2906965;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2907550;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2908218;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;23
10182535;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;41
10954500;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;31
1142527;1;Masculino;2;La Paz;10;Inquisivi;3;Cajuata;41
1148162;1;Masculino;2;La Paz;10;Inquisivi;3;Cajuata;43
2080448;2;Femenino;2;La Paz;11;Sud Yungas;4;Palos Blancos;27
1604915;2;Femenino;2;La Paz;3;Pacajes;3;Calacoto;84
2152928;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;25
758465;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;51
11396953;2;Femenino;2;La Paz;9;Loayza;5;Cairoma;45
1611069;1;Masculino;2;La Paz;5;Muñecas;1;Chuma;77
1780806;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;87
2064686;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;28
2066715;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2082098;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;28
2200147;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2222686;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2240023;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
2255467;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;27
2302129;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2306012;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;27
2306982;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2467990;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;33
2557772;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;44
2874227;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;28
8251499;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;38
8636087;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;22
8721287;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
8733128;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
10535593;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;47
2568900;2;Femenino;2;La Paz;2;Omasuyos;2;Villa Ancoraimes;43
11959036;2;Femenino;2;La Paz;6;Larecaja;3;Tacacoma;39
171898;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;23
1772952;2;Femenino;2;La Paz;6;Larecaja;6;Tipuani;42
1790602;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;58
2219769;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;42
2593225;1;Masculino;2;La Paz;6;Larecaja;6;Tipuani;30
1436420;1;Masculino;2;La Paz;3;Pacajes;8;Santiago de Callapa;82
11762338;2;Femenino;2;La Paz;3;Pacajes;8;Santiago de Callapa;82
1794536;1;Masculino;2;La Paz;6;Larecaja;2;Guanay;86
2877604;1;Masculino;2;La Paz;6;Larecaja;2;Guanay;24
9122552;1;Masculino;2;La Paz;6;Larecaja;2;Guanay;35
1078883;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;86
1591373;1;Masculino;2;La Paz;6;Larecaja;1;Sorata;76
1665191;2;Femenino;2;La Paz;6;Larecaja;1;Sorata;79
1137593;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;84
1151315;1;Masculino;2;La Paz;7;Franz Tamayo;1;Apolo;34
1595924;1;Masculino;2;La Paz;7;Franz Tamayo;2;Pelechuco;98
2888993;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;32
2309909;2;Femenino;2;La Paz;8;Ingavi;6;Jesús de Machaka;34
685028;1;Masculino;2;La Paz;9;Loayza;5;Cairoma;33
192344;1;Masculino;2;La Paz;5;Muñecas;1;Chuma;24
2066841;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;28
2243400;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2301392;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2302146;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;25
2304000;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
2305747;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;26
2314721;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;26
2660444;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;45
2693132;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;35
2701356;2;Femenino;2;La Paz;8;Ingavi;1;Viacha;28
2888854;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
2890283;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;35
2908181;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;23
2909653;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;24
7333716;1;Masculino;2;La Paz;8;Ingavi;1;Viacha;34
695985;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;33
716416;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;32
818446;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;73
1075725;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;87
1949710;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;104
2137819;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;34
2167106;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;24
2168446;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;27
2181303;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;29
2349656;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;42
2881891;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;26
8319184;2;Femenino;2;La Paz;2;Omasuyos;1;Achacachi;34
8651035;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;21
11376932;1;Masculino;2;La Paz;2;Omasuyos;1;Achacachi;38
1639362;1;Masculino;2;La Paz;6;Larecaja;2;Guanay;32
237554;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;33
799558;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;85
800494;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;90
1878475;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;86
1940479;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;83
2242214;1;Masculino;2;La Paz;8;Ingavi;4;Desaguadero;38
8798407;2;Femenino;2;La Paz;8;Ingavi;4;Desaguadero;50
1864117;1;Masculino;2;La Paz;2;Omasuyos;3;Chua Cocani;54
1641209;2;Femenino;2;La Paz;7;Franz Tamayo;2;Pelechuco;46
746339;2;Femenino;2;La Paz;11;Sud Yungas;2;Irupana;52
2037561;1;Masculino;2;La Paz;11;Sud Yungas;2;Irupana;40
