idciudadvotacion,NombreCiudad,idProvincia,NombreProvincia,idsexo,Des_sexo,edad,Cantidad
1,Chuquisaca,1,Oropeza,1,Masculino,23,105
1,Chuquisaca,1,Oropeza,1,Masculino,26,193
1,Chuquisaca,1,Oropeza,1,Masculino,29,151
1,Chuquisaca,1,Oropeza,1,Masculino,52,26
1,Chuquisaca,1,Oropeza,1,Masculino,55,18
1,Chuquisaca,1,Oropeza,1,Masculino,58,21
1,Chuquisaca,1,Oropeza,1,Masculino,81,15
1,Chuquisaca,1,Oropeza,1,Masculino,84,14
1,Chuquisaca,1,Oropeza,1,Masculino,87,9
1,Chuquisaca,1,Oropeza,1,Masculino,90,20
1,Chuquisaca,1,Oropeza,2,Femenino,22,33
1,Chuquisaca,1,Oropeza,2,Femenino,25,152
1,Chuquisaca,1,Oropeza,2,Femenino,28,153
1,Chuquisaca,1,Oropeza,2,Femenino,51,22
1,Chuquisaca,1,Oropeza,2,Femenino,54,17
1,Chuquisaca,1,Oropeza,2,Femenino,57,14
1,Chuquisaca,1,Oropeza,2,Femenino,80,34
1,Chuquisaca,1,Oropeza,2,Femenino,83,37
1,Chuquisaca,1,Oropeza,2,Femenino,86,27
1,Chuquisaca,1,Oropeza,2,Femenino,89,47
1,Chuquisaca,2,Azurduy,1,Masculino,23,4
1,Chuquisaca,2,Azurduy,1,Masculino,46,3
1,Chuquisaca,2,Azurduy,1,Masculino,49,5
1,Chuquisaca,2,Azurduy,1,Masculino,52,4
1,Chuquisaca,2,Azurduy,1,Masculino,55,4
1,Chuquisaca,2,Azurduy,1,Masculino,75,1
1,Chuquisaca,2,Azurduy,1,Masculino,78,2
1,Chuquisaca,2,Azurduy,1,Masculino,81,4
1,Chuquisaca,2,Azurduy,1,Masculino,84,2
1,Chuquisaca,2,Azurduy,2,Femenino,22,1
1,Chuquisaca,2,Azurduy,2,Femenino,45,2
1,Chuquisaca,2,Azurduy,2,Femenino,48,4
1,Chuquisaca,2,Azurduy,2,Femenino,51,2
1,Chuquisaca,2,Azurduy,2,Femenino,54,1
1,Chuquisaca,2,Azurduy,2,Femenino,74,1
1,Chuquisaca,2,Azurduy,2,Femenino,83,5
1,Chuquisaca,3,Zudáñez,1,Masculino,35,6
1,Chuquisaca,3,Zudáñez,1,Masculino,38,4
1,Chuquisaca,3,Zudáñez,1,Masculino,41,1
1,Chuquisaca,3,Zudáñez,1,Masculino,44,3
1,Chuquisaca,3,Zudáñez,1,Masculino,70,1
1,Chuquisaca,3,Zudáñez,1,Masculino,73,1
1,Chuquisaca,3,Zudáñez,2,Femenino,34,2
1,Chuquisaca,3,Zudáñez,2,Femenino,37,2
1,Chuquisaca,3,Zudáñez,2,Femenino,40,4
1,Chuquisaca,3,Zudáñez,2,Femenino,43,2
1,Chuquisaca,3,Zudáñez,2,Femenino,95,2
1,Chuquisaca,4,Tomina,1,Masculino,21,1
1,Chuquisaca,4,Tomina,1,Masculino,24,11
1,Chuquisaca,4,Tomina,1,Masculino,27,13
1,Chuquisaca,4,Tomina,1,Masculino,30,7
1,Chuquisaca,4,Tomina,1,Masculino,50,3
1,Chuquisaca,4,Tomina,1,Masculino,53,2
1,Chuquisaca,4,Tomina,1,Masculino,56,2
1,Chuquisaca,4,Tomina,1,Masculino,82,2
1,Chuquisaca,4,Tomina,1,Masculino,85,1
1,Chuquisaca,4,Tomina,1,Masculino,88,1
1,Chuquisaca,4,Tomina,2,Femenino,23,1
1,Chuquisaca,4,Tomina,2,Femenino,26,5
1,Chuquisaca,4,Tomina,2,Femenino,29,4
1,Chuquisaca,4,Tomina,2,Femenino,49,2
1,Chuquisaca,4,Tomina,2,Femenino,52,5
1,Chuquisaca,4,Tomina,2,Femenino,55,6
1,Chuquisaca,4,Tomina,2,Femenino,58,4
1,Chuquisaca,4,Tomina,2,Femenino,81,1
1,Chuquisaca,4,Tomina,2,Femenino,84,2
1,Chuquisaca,4,Tomina,2,Femenino,87,1
1,Chuquisaca,4,Tomina,2,Femenino,90,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,23,14
1,Chuquisaca,5,Hernando Siles,1,Masculino,26,22
1,Chuquisaca,5,Hernando Siles,1,Masculino,49,8
1,Chuquisaca,5,Hernando Siles,1,Masculino,52,6
1,Chuquisaca,5,Hernando Siles,1,Masculino,55,5
1,Chuquisaca,5,Hernando Siles,1,Masculino,78,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,81,5
1,Chuquisaca,5,Hernando Siles,1,Masculino,84,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,87,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,22,2
1,Chuquisaca,5,Hernando Siles,2,Femenino,25,11
1,Chuquisaca,5,Hernando Siles,2,Femenino,48,4
1,Chuquisaca,5,Hernando Siles,2,Femenino,51,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,54,5
1,Chuquisaca,5,Hernando Siles,2,Femenino,77,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,80,4
1,Chuquisaca,5,Hernando Siles,2,Femenino,83,3
1,Chuquisaca,1,Oropeza,1,Masculino,28,191
1,Chuquisaca,1,Oropeza,1,Masculino,31,142
1,Chuquisaca,1,Oropeza,1,Masculino,34,105
1,Chuquisaca,1,Oropeza,1,Masculino,37,51
1,Chuquisaca,1,Oropeza,1,Masculino,60,2
1,Chuquisaca,1,Oropeza,1,Masculino,89,21
1,Chuquisaca,1,Oropeza,1,Masculino,92,9
1,Chuquisaca,1,Oropeza,1,Masculino,95,7
1,Chuquisaca,1,Oropeza,1,Masculino,98,2
1,Chuquisaca,1,Oropeza,2,Femenino,27,126
1,Chuquisaca,1,Oropeza,2,Femenino,30,163
1,Chuquisaca,1,Oropeza,2,Femenino,33,100
1,Chuquisaca,1,Oropeza,2,Femenino,36,67
1,Chuquisaca,1,Oropeza,2,Femenino,59,19
1,Chuquisaca,1,Oropeza,2,Femenino,88,39
1,Chuquisaca,1,Oropeza,2,Femenino,91,27
1,Chuquisaca,1,Oropeza,2,Femenino,94,17
1,Chuquisaca,1,Oropeza,2,Femenino,97,2
1,Chuquisaca,2,Azurduy,1,Masculino,38,3
1,Chuquisaca,2,Azurduy,1,Masculino,41,1
1,Chuquisaca,2,Azurduy,1,Masculino,44,2
1,Chuquisaca,2,Azurduy,1,Masculino,47,2
1,Chuquisaca,2,Azurduy,1,Masculino,70,1
1,Chuquisaca,2,Azurduy,1,Masculino,73,1
1,Chuquisaca,2,Azurduy,2,Femenino,37,4
1,Chuquisaca,2,Azurduy,2,Femenino,40,1
1,Chuquisaca,2,Azurduy,2,Femenino,43,4
1,Chuquisaca,2,Azurduy,2,Femenino,46,8
1,Chuquisaca,2,Azurduy,2,Femenino,72,2
1,Chuquisaca,2,Azurduy,2,Femenino,75,2
1,Chuquisaca,2,Azurduy,2,Femenino,98,2
1,Chuquisaca,3,Zudáñez,1,Masculino,23,4
1,Chuquisaca,3,Zudáñez,1,Masculino,43,5
1,Chuquisaca,3,Zudáñez,1,Masculino,46,1
1,Chuquisaca,3,Zudáñez,1,Masculino,49,6
1,Chuquisaca,3,Zudáñez,1,Masculino,52,8
1,Chuquisaca,3,Zudáñez,1,Masculino,75,2
1,Chuquisaca,3,Zudáñez,1,Masculino,81,1
1,Chuquisaca,3,Zudáñez,2,Femenino,22,1
1,Chuquisaca,3,Zudáñez,2,Femenino,42,4
1,Chuquisaca,3,Zudáñez,2,Femenino,45,2
1,Chuquisaca,3,Zudáñez,2,Femenino,48,5
1,Chuquisaca,3,Zudáñez,2,Femenino,51,4
1,Chuquisaca,3,Zudáñez,2,Femenino,74,2
1,Chuquisaca,3,Zudáñez,2,Femenino,77,3
1,Chuquisaca,3,Zudáñez,2,Femenino,80,3
1,Chuquisaca,4,Tomina,1,Masculino,22,1
1,Chuquisaca,4,Tomina,1,Masculino,45,8
1,Chuquisaca,4,Tomina,1,Masculino,48,6
1,Chuquisaca,4,Tomina,1,Masculino,51,4
1,Chuquisaca,4,Tomina,1,Masculino,77,4
1,Chuquisaca,4,Tomina,1,Masculino,80,6
1,Chuquisaca,4,Tomina,1,Masculino,83,2
1,Chuquisaca,4,Tomina,2,Femenino,44,3
1,Chuquisaca,4,Tomina,2,Femenino,50,5
1,Chuquisaca,4,Tomina,2,Femenino,73,1
1,Chuquisaca,4,Tomina,2,Femenino,76,1
1,Chuquisaca,4,Tomina,2,Femenino,79,3
1,Chuquisaca,5,Hernando Siles,1,Masculino,25,22
1,Chuquisaca,5,Hernando Siles,1,Masculino,28,19
1,Chuquisaca,5,Hernando Siles,1,Masculino,31,18
1,Chuquisaca,5,Hernando Siles,1,Masculino,34,9
1,Chuquisaca,5,Hernando Siles,1,Masculino,54,9
1,Chuquisaca,5,Hernando Siles,1,Masculino,57,3
1,Chuquisaca,5,Hernando Siles,1,Masculino,63,1
1,Chuquisaca,5,Hernando Siles,1,Masculino,86,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,89,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,92,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,24,21
1,Chuquisaca,5,Hernando Siles,2,Femenino,27,8
1,Chuquisaca,5,Hernando Siles,2,Femenino,30,5
1,Chuquisaca,5,Hernando Siles,2,Femenino,33,3
1,Chuquisaca,5,Hernando Siles,2,Femenino,53,5
1,Chuquisaca,5,Hernando Siles,2,Femenino,56,5
1,Chuquisaca,5,Hernando Siles,2,Femenino,59,3
1,Chuquisaca,5,Hernando Siles,2,Femenino,85,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,88,2
1,Chuquisaca,5,Hernando Siles,2,Femenino,91,2
1,Chuquisaca,6,Yamparáez,1,Masculino,30,6
1,Chuquisaca,6,Yamparáez,1,Masculino,33,5
1,Chuquisaca,6,Yamparáez,1,Masculino,36,2
1,Chuquisaca,6,Yamparáez,1,Masculino,39,1
1,Chuquisaca,6,Yamparáez,1,Masculino,59,1
1,Chuquisaca,6,Yamparáez,1,Masculino,91,2
1,Chuquisaca,6,Yamparáez,2,Femenino,29,6
1,Chuquisaca,1,Oropeza,1,Masculino,40,53
1,Chuquisaca,1,Oropeza,1,Masculino,43,52
1,Chuquisaca,1,Oropeza,1,Masculino,46,36
1,Chuquisaca,1,Oropeza,1,Masculino,49,33
1,Chuquisaca,1,Oropeza,1,Masculino,72,10
1,Chuquisaca,1,Oropeza,1,Masculino,75,16
1,Chuquisaca,1,Oropeza,1,Masculino,78,13
1,Chuquisaca,1,Oropeza,1,Masculino,101,1
1,Chuquisaca,1,Oropeza,2,Femenino,39,54
1,Chuquisaca,1,Oropeza,2,Femenino,42,43
1,Chuquisaca,1,Oropeza,2,Femenino,45,22
1,Chuquisaca,1,Oropeza,2,Femenino,48,17
1,Chuquisaca,1,Oropeza,2,Femenino,71,12
1,Chuquisaca,1,Oropeza,2,Femenino,74,17
1,Chuquisaca,1,Oropeza,2,Femenino,77,27
1,Chuquisaca,1,Oropeza,2,Femenino,100,10
1,Chuquisaca,1,Oropeza,2,Femenino,103,1
1,Chuquisaca,2,Azurduy,1,Masculino,24,5
1,Chuquisaca,2,Azurduy,1,Masculino,27,4
1,Chuquisaca,2,Azurduy,1,Masculino,50,3
1,Chuquisaca,2,Azurduy,1,Masculino,53,4
1,Chuquisaca,2,Azurduy,1,Masculino,56,1
1,Chuquisaca,2,Azurduy,1,Masculino,59,4
1,Chuquisaca,2,Azurduy,1,Masculino,79,3
1,Chuquisaca,2,Azurduy,1,Masculino,82,3
1,Chuquisaca,2,Azurduy,1,Masculino,85,3
1,Chuquisaca,2,Azurduy,1,Masculino,88,3
1,Chuquisaca,2,Azurduy,2,Femenino,23,3
1,Chuquisaca,2,Azurduy,2,Femenino,26,4
1,Chuquisaca,2,Azurduy,2,Femenino,49,5
1,Chuquisaca,2,Azurduy,2,Femenino,52,2
1,Chuquisaca,2,Azurduy,2,Femenino,55,2
1,Chuquisaca,2,Azurduy,2,Femenino,58,6
1,Chuquisaca,2,Azurduy,2,Femenino,78,1
1,Chuquisaca,2,Azurduy,2,Femenino,81,5
1,Chuquisaca,2,Azurduy,2,Femenino,84,3
1,Chuquisaca,2,Azurduy,2,Femenino,87,1
1,Chuquisaca,3,Zudáñez,1,Masculino,26,14
1,Chuquisaca,3,Zudáñez,1,Masculino,29,9
1,Chuquisaca,3,Zudáñez,1,Masculino,32,4
1,Chuquisaca,3,Zudáñez,1,Masculino,55,3
1,Chuquisaca,3,Zudáñez,1,Masculino,58,1
1,Chuquisaca,3,Zudáñez,1,Masculino,84,2
1,Chuquisaca,3,Zudáñez,1,Masculino,87,2
1,Chuquisaca,3,Zudáñez,1,Masculino,90,3
1,Chuquisaca,3,Zudáñez,2,Femenino,25,6
1,Chuquisaca,3,Zudáñez,2,Femenino,28,6
1,Chuquisaca,3,Zudáñez,2,Femenino,31,2
1,Chuquisaca,3,Zudáñez,2,Femenino,54,2
1,Chuquisaca,3,Zudáñez,2,Femenino,57,5
1,Chuquisaca,3,Zudáñez,2,Femenino,83,2
1,Chuquisaca,3,Zudáñez,2,Femenino,86,1
1,Chuquisaca,3,Zudáñez,2,Femenino,89,8
1,Chuquisaca,3,Zudáñez,2,Femenino,92,5
1,Chuquisaca,4,Tomina,1,Masculino,25,13
1,Chuquisaca,4,Tomina,1,Masculino,28,10
1,Chuquisaca,4,Tomina,1,Masculino,31,14
1,Chuquisaca,4,Tomina,1,Masculino,34,5
1,Chuquisaca,4,Tomina,1,Masculino,54,3
1,Chuquisaca,4,Tomina,1,Masculino,57,2
1,Chuquisaca,4,Tomina,1,Masculino,86,1
1,Chuquisaca,4,Tomina,2,Femenino,24,7
1,Chuquisaca,4,Tomina,2,Femenino,27,7
1,Chuquisaca,4,Tomina,2,Femenino,30,4
1,Chuquisaca,4,Tomina,2,Femenino,33,5
1,Chuquisaca,4,Tomina,2,Femenino,53,2
1,Chuquisaca,4,Tomina,2,Femenino,56,2
1,Chuquisaca,4,Tomina,2,Femenino,85,1
1,Chuquisaca,4,Tomina,2,Femenino,88,2
1,Chuquisaca,4,Tomina,2,Femenino,91,3
1,Chuquisaca,5,Hernando Siles,1,Masculino,22,2
1,Chuquisaca,5,Hernando Siles,1,Masculino,45,5
1,Chuquisaca,5,Hernando Siles,1,Masculino,48,4
1,Chuquisaca,5,Hernando Siles,1,Masculino,51,5
1,Chuquisaca,5,Hernando Siles,1,Masculino,77,3
1,Chuquisaca,5,Hernando Siles,1,Masculino,80,3
1,Chuquisaca,5,Hernando Siles,1,Masculino,83,2
1,Chuquisaca,5,Hernando Siles,2,Femenino,21,4
1,Chuquisaca,5,Hernando Siles,2,Femenino,44,5
1,Chuquisaca,5,Hernando Siles,2,Femenino,47,3
1,Chuquisaca,5,Hernando Siles,2,Femenino,50,3
1,Chuquisaca,5,Hernando Siles,2,Femenino,73,1
1,Chuquisaca,5,Hernando Siles,2,Femenino,76,2
1,Chuquisaca,5,Hernando Siles,2,Femenino,79,2
1,Chuquisaca,5,Hernando Siles,2,Femenino,82,6
1,Chuquisaca,6,Yamparáez,2,Femenino,32,5
1,Chuquisaca,6,Yamparáez,2,Femenino,35,3
1,Chuquisaca,6,Yamparáez,2,Femenino,38,4
1,Chuquisaca,6,Yamparáez,2,Femenino,58,4
1,Chuquisaca,6,Yamparáez,2,Femenino,90,5
1,Chuquisaca,6,Yamparáez,2,Femenino,93,1
1,Chuquisaca,6,Yamparáez,2,Femenino,96,1
1,Chuquisaca,7,Nor Cinti,1,Masculino,36,9
1,Chuquisaca,7,Nor Cinti,1,Masculino,39,12
1,Chuquisaca,7,Nor Cinti,1,Masculino,42,19
1,Chuquisaca,7,Nor Cinti,1,Masculino,45,7
1,Chuquisaca,7,Nor Cinti,1,Masculino,71,3
1,Chuquisaca,7,Nor Cinti,1,Masculino,74,6
1,Chuquisaca,7,Nor Cinti,1,Masculino,97,1
1,Chuquisaca,7,Nor Cinti,2,Femenino,35,9
1,Chuquisaca,7,Nor Cinti,2,Femenino,38,12
1,Chuquisaca,7,Nor Cinti,2,Femenino,41,10
1,Chuquisaca,7,Nor Cinti,2,Femenino,44,11
1,Chuquisaca,7,Nor Cinti,2,Femenino,70,5
1,Chuquisaca,7,Nor Cinti,2,Femenino,73,2
1,Chuquisaca,7,Nor Cinti,2,Femenino,96,2
1,Chuquisaca,7,Nor Cinti,2,Femenino,99,1
1,Chuquisaca,7,Nor Cinti,2,Femenino,102,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,24,5
1,Chuquisaca,8,Belisario Boeto,1,Masculino,27,5
1,Chuquisaca,8,Belisario Boeto,1,Masculino,30,2
1,Chuquisaca,8,Belisario Boeto,1,Masculino,53,2
1,Chuquisaca,8,Belisario Boeto,1,Masculino,56,4
1,Chuquisaca,8,Belisario Boeto,1,Masculino,59,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,82,1
1,Chuquisaca,8,Belisario Boeto,2,Femenino,23,2
1,Chuquisaca,8,Belisario Boeto,2,Femenino,26,1
1,Chuquisaca,8,Belisario Boeto,2,Femenino,52,2
1,Chuquisaca,8,Belisario Boeto,2,Femenino,55,6
1,Chuquisaca,8,Belisario Boeto,2,Femenino,58,1
1,Chuquisaca,8,Belisario Boeto,2,Femenino,81,2
1,Chuquisaca,8,Belisario Boeto,2,Femenino,87,1
1,Chuquisaca,8,Belisario Boeto,2,Femenino,90,3
1,Chuquisaca,9,Sud Cinti,1,Masculino,23,8
1,Chuquisaca,9,Sud Cinti,1,Masculino,26,9
1,Chuquisaca,9,Sud Cinti,1,Masculino,46,3
1,Chuquisaca,9,Sud Cinti,1,Masculino,49,1
1,Chuquisaca,9,Sud Cinti,1,Masculino,52,5
1,Chuquisaca,9,Sud Cinti,1,Masculino,55,7
1,Chuquisaca,9,Sud Cinti,1,Masculino,78,2
1,Chuquisaca,9,Sud Cinti,1,Masculino,81,4
1,Chuquisaca,9,Sud Cinti,1,Masculino,84,3
1,Chuquisaca,9,Sud Cinti,1,Masculino,87,2
1,Chuquisaca,9,Sud Cinti,2,Femenino,22,1
1,Chuquisaca,9,Sud Cinti,2,Femenino,25,19
1,Chuquisaca,9,Sud Cinti,2,Femenino,45,5
1,Chuquisaca,9,Sud Cinti,2,Femenino,48,4
1,Chuquisaca,9,Sud Cinti,2,Femenino,51,5
1,Chuquisaca,9,Sud Cinti,2,Femenino,54,2
1,Chuquisaca,9,Sud Cinti,2,Femenino,80,5
1,Chuquisaca,9,Sud Cinti,2,Femenino,83,4
1,Chuquisaca,9,Sud Cinti,2,Femenino,86,2
1,Chuquisaca,10,Luis Calvo,1,Masculino,36,9
1,Chuquisaca,10,Luis Calvo,1,Masculino,39,8
1,Chuquisaca,10,Luis Calvo,1,Masculino,42,6
1,Chuquisaca,10,Luis Calvo,1,Masculino,45,8
1,Chuquisaca,10,Luis Calvo,1,Masculino,68,1
1,Chuquisaca,10,Luis Calvo,1,Masculino,71,1
1,Chuquisaca,10,Luis Calvo,1,Masculino,74,1
1,Chuquisaca,10,Luis Calvo,2,Femenino,35,2
1,Chuquisaca,10,Luis Calvo,2,Femenino,38,1
1,Chuquisaca,10,Luis Calvo,2,Femenino,41,2
1,Chuquisaca,10,Luis Calvo,2,Femenino,44,3
2,La Paz,1,Murillo,1,Masculino,33,513
2,La Paz,1,Murillo,1,Masculino,36,378
2,La Paz,1,Murillo,1,Masculino,39,303
2,La Paz,1,Murillo,1,Masculino,42,281
2,La Paz,1,Murillo,1,Masculino,65,1
2,La Paz,1,Murillo,1,Masculino,71,24
2,La Paz,1,Murillo,1,Masculino,94,13
2,La Paz,1,Murillo,1,Masculino,97,3
2,La Paz,1,Murillo,1,Masculino,100,6
2,La Paz,1,Murillo,2,Femenino,32,435
2,La Paz,1,Murillo,2,Femenino,35,354
2,La Paz,1,Murillo,2,Femenino,38,263
2,La Paz,1,Murillo,2,Femenino,41,245
2,La Paz,1,Murillo,2,Femenino,70,42
2,La Paz,1,Murillo,2,Femenino,93,55
2,La Paz,1,Murillo,2,Femenino,96,20
2,La Paz,1,Murillo,2,Femenino,99,11
1,Chuquisaca,6,Yamparáez,1,Masculino,24,10
1,Chuquisaca,6,Yamparáez,1,Masculino,27,8
1,Chuquisaca,6,Yamparáez,1,Masculino,50,3
1,Chuquisaca,6,Yamparáez,1,Masculino,53,2
1,Chuquisaca,6,Yamparáez,1,Masculino,56,2
1,Chuquisaca,6,Yamparáez,1,Masculino,79,2
1,Chuquisaca,6,Yamparáez,1,Masculino,82,1
1,Chuquisaca,6,Yamparáez,1,Masculino,85,1
1,Chuquisaca,6,Yamparáez,1,Masculino,88,1
1,Chuquisaca,6,Yamparáez,2,Femenino,23,7
1,Chuquisaca,6,Yamparáez,2,Femenino,26,1
1,Chuquisaca,6,Yamparáez,2,Femenino,49,3
1,Chuquisaca,6,Yamparáez,2,Femenino,52,4
1,Chuquisaca,6,Yamparáez,2,Femenino,55,2
1,Chuquisaca,6,Yamparáez,2,Femenino,78,5
1,Chuquisaca,6,Yamparáez,2,Femenino,81,2
1,Chuquisaca,6,Yamparáez,2,Femenino,84,3
1,Chuquisaca,6,Yamparáez,2,Femenino,87,4
1,Chuquisaca,6,Yamparáez,2,Femenino,110,1
1,Chuquisaca,7,Nor Cinti,1,Masculino,24,39
1,Chuquisaca,7,Nor Cinti,1,Masculino,27,32
1,Chuquisaca,7,Nor Cinti,1,Masculino,30,22
1,Chuquisaca,7,Nor Cinti,1,Masculino,33,17
1,Chuquisaca,7,Nor Cinti,1,Masculino,56,7
1,Chuquisaca,7,Nor Cinti,1,Masculino,59,10
1,Chuquisaca,7,Nor Cinti,1,Masculino,85,11
1,Chuquisaca,7,Nor Cinti,1,Masculino,88,4
1,Chuquisaca,7,Nor Cinti,1,Masculino,91,7
1,Chuquisaca,7,Nor Cinti,1,Masculino,94,1
1,Chuquisaca,7,Nor Cinti,2,Femenino,23,16
1,Chuquisaca,7,Nor Cinti,2,Femenino,26,27
1,Chuquisaca,7,Nor Cinti,2,Femenino,29,20
1,Chuquisaca,7,Nor Cinti,2,Femenino,32,8
1,Chuquisaca,7,Nor Cinti,2,Femenino,55,16
1,Chuquisaca,7,Nor Cinti,2,Femenino,58,13
1,Chuquisaca,7,Nor Cinti,2,Femenino,84,2
1,Chuquisaca,7,Nor Cinti,2,Femenino,87,5
1,Chuquisaca,7,Nor Cinti,2,Femenino,90,7
1,Chuquisaca,7,Nor Cinti,2,Femenino,93,3
1,Chuquisaca,8,Belisario Boeto,1,Masculino,21,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,41,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,44,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,47,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,73,1
1,Chuquisaca,8,Belisario Boeto,1,Masculino,76,2
1,Chuquisaca,8,Belisario Boeto,1,Masculino,79,2
1,Chuquisaca,8,Belisario Boeto,2,Femenino,40,1
1,Chuquisaca,8,Belisario Boeto,2,Femenino,43,2
1,Chuquisaca,8,Belisario Boeto,2,Femenino,49,3
1,Chuquisaca,8,Belisario Boeto,2,Femenino,75,2
1,Chuquisaca,9,Sud Cinti,1,Masculino,29,9
1,Chuquisaca,9,Sud Cinti,1,Masculino,32,8
1,Chuquisaca,9,Sud Cinti,1,Masculino,35,5
1,Chuquisaca,9,Sud Cinti,1,Masculino,38,6
1,Chuquisaca,9,Sud Cinti,1,Masculino,58,2
1,Chuquisaca,9,Sud Cinti,1,Masculino,90,1
1,Chuquisaca,9,Sud Cinti,2,Femenino,28,9
1,Chuquisaca,9,Sud Cinti,2,Femenino,31,5
1,Chuquisaca,9,Sud Cinti,2,Femenino,34,3
1,Chuquisaca,9,Sud Cinti,2,Femenino,37,2
1,Chuquisaca,9,Sud Cinti,2,Femenino,57,2
1,Chuquisaca,9,Sud Cinti,2,Femenino,89,5
1,Chuquisaca,9,Sud Cinti,2,Femenino,92,3
1,Chuquisaca,9,Sud Cinti,2,Femenino,95,3
1,Chuquisaca,10,Luis Calvo,1,Masculino,24,11
1,Chuquisaca,10,Luis Calvo,1,Masculino,27,15
1,Chuquisaca,10,Luis Calvo,1,Masculino,30,14
1,Chuquisaca,10,Luis Calvo,1,Masculino,33,3
1,Chuquisaca,10,Luis Calvo,1,Masculino,56,7
1,Chuquisaca,10,Luis Calvo,1,Masculino,59,3
1,Chuquisaca,10,Luis Calvo,2,Femenino,23,6
1,Chuquisaca,10,Luis Calvo,2,Femenino,26,7
1,Chuquisaca,10,Luis Calvo,2,Femenino,29,7
1,Chuquisaca,10,Luis Calvo,2,Femenino,32,1
1,Chuquisaca,10,Luis Calvo,2,Femenino,55,1
1,Chuquisaca,10,Luis Calvo,2,Femenino,58,3
1,Chuquisaca,10,Luis Calvo,2,Femenino,84,2
1,Chuquisaca,10,Luis Calvo,2,Femenino,90,4
1,Chuquisaca,10,Luis Calvo,2,Femenino,93,1
2,La Paz,1,Murillo,1,Masculino,21,32
2,La Paz,1,Murillo,1,Masculino,24,595
2,La Paz,1,Murillo,1,Masculino,27,579
2,La Paz,1,Murillo,1,Masculino,30,556
2,La Paz,1,Murillo,1,Masculino,53,139
2,La Paz,1,Murillo,1,Masculino,56,117
1,Chuquisaca,1,Oropeza,1,Masculino,22,43
1,Chuquisaca,1,Oropeza,1,Masculino,25,192
1,Chuquisaca,1,Oropeza,1,Masculino,48,33
1,Chuquisaca,1,Oropeza,1,Masculino,51,22
1,Chuquisaca,1,Oropeza,1,Masculino,54,26
1,Chuquisaca,1,Oropeza,1,Masculino,57,26
1,Chuquisaca,1,Oropeza,1,Masculino,77,9
1,Chuquisaca,1,Oropeza,1,Masculino,80,17
1,Chuquisaca,1,Oropeza,1,Masculino,83,13
1,Chuquisaca,1,Oropeza,1,Masculino,86,14
1,Chuquisaca,1,Oropeza,2,Femenino,21,15
1,Chuquisaca,1,Oropeza,2,Femenino,24,144
1,Chuquisaca,1,Oropeza,2,Femenino,47,29
1,Chuquisaca,1,Oropeza,2,Femenino,50,26
1,Chuquisaca,1,Oropeza,2,Femenino,53,14
1,Chuquisaca,1,Oropeza,2,Femenino,56,18
1,Chuquisaca,1,Oropeza,2,Femenino,76,16
1,Chuquisaca,1,Oropeza,2,Femenino,79,26
1,Chuquisaca,1,Oropeza,2,Femenino,82,36
1,Chuquisaca,1,Oropeza,2,Femenino,85,37
1,Chuquisaca,2,Azurduy,1,Masculino,42,6
1,Chuquisaca,2,Azurduy,1,Masculino,45,6
1,Chuquisaca,2,Azurduy,1,Masculino,48,1
1,Chuquisaca,2,Azurduy,1,Masculino,51,1
1,Chuquisaca,2,Azurduy,1,Masculino,74,2
1,Chuquisaca,2,Azurduy,1,Masculino,77,1
1,Chuquisaca,2,Azurduy,1,Masculino,80,1
1,Chuquisaca,2,Azurduy,1,Masculino,109,1
1,Chuquisaca,2,Azurduy,2,Femenino,44,5
1,Chuquisaca,2,Azurduy,2,Femenino,47,3
1,Chuquisaca,2,Azurduy,2,Femenino,50,6
1,Chuquisaca,2,Azurduy,2,Femenino,76,3
1,Chuquisaca,2,Azurduy,2,Femenino,79,1
1,Chuquisaca,3,Zudáñez,1,Masculino,31,4
1,Chuquisaca,3,Zudáñez,1,Masculino,34,5
1,Chuquisaca,3,Zudáñez,1,Masculino,37,3
1,Chuquisaca,3,Zudáñez,1,Masculino,40,4
1,Chuquisaca,3,Zudáñez,1,Masculino,72,1
1,Chuquisaca,3,Zudáñez,1,Masculino,92,4
1,Chuquisaca,3,Zudáñez,1,Masculino,95,1
1,Chuquisaca,3,Zudáñez,1,Masculino,101,1
1,Chuquisaca,3,Zudáñez,2,Femenino,30,5
1,Chuquisaca,3,Zudáñez,2,Femenino,33,3
1,Chuquisaca,3,Zudáñez,2,Femenino,36,1
